geoName,keyword,trend_score
South Georgia & South Sandwich Islands,vacation,
South Korea,vacation,
South Sudan,vacation,
Spain,vacation,
Sri Lanka,vacation,
St. Barthélemy,vacation,
St. Helena,vacation,
St. Kitts & Nevis,vacation,
St. Lucia,vacation,
St. Martin,vacation,
St. Pierre & Miquelon,vacation,
St. Vincent & Grenadines,vacation,
Sudan,vacation,
Suriname,vacation,
Svalbard & Jan Mayen,vacation,
Sweden,vacation,
Switzerland,vacation,
Syria,vacation,
São Tomé & Príncipe,vacation,
Taiwan,vacation,
Tajikistan,vacation,
Tanzania,vacation,
Thailand,vacation,
Timor-Leste,vacation,
Togo,vacation,
Tokelau,vacation,
Tonga,vacation,
Trinidad & Tobago,vacation,
Tunisia,vacation,
Turkmenistan,vacation,
Turks & Caicos Islands,vacation,
Tuvalu,vacation,
Türkiye,vacation,
U.S. Outlying Islands,vacation,
U.S. Virgin Islands,vacation,
Uganda,vacation,
Ukraine,vacation,
United Arab Emirates,vacation,
United Kingdom,vacation,
United States,vacation,
Uruguay,vacation,
Uzbekistan,vacation,
Vanuatu,vacation,
Vatican City,vacation,
Venezuela,vacation,
Vietnam,vacation,
Wallis & Futuna,vacation,
Western Sahara,vacation,
Yemen,vacation,
Zambia,vacation,
Zimbabwe,vacation,
Åland Islands,vacation,
Afghanistan,holiday,
Albania,holiday,
Algeria,holiday,
American Samoa,holiday,
Andorra,holiday,
Angola,holiday,
Anguilla,holiday,
Antarctica,holiday,
Antigua & Barbuda,holiday,
Argentina,holiday,
Armenia,holiday,
Aruba,holiday,
Australia,holiday,
Austria,holiday,
Azerbaijan,holiday,
Bahamas,holiday,
Bahrain,holiday,
Bangladesh,holiday,
Barbados,holiday,
Belarus,holiday,
Belgium,holiday,
Belize,holiday,
Benin,holiday,
Bermuda,holiday,
Bhutan,holiday,
Bolivia,holiday,
Bosnia & Herzegovina,holiday,
Botswana,holiday,
Bouvet Island,holiday,
Brazil,holiday,
British Indian Ocean Territory,holiday,
British Virgin Islands,holiday,
Brunei,holiday,
Bulgaria,holiday,
Burkina Faso,holiday,
Burundi,holiday,
Cambodia,holiday,
Cameroon,holiday,
Canada,holiday,
Cape Verde,holiday,
Caribbean Netherlands,holiday,
Cayman Islands,holiday,
Central African Republic,holiday,
Chad,holiday,
Chile,holiday,
China,holiday,
Christmas Island,holiday,
Cocos (Keeling) Islands,holiday,
Colombia,holiday,
Comoros,holiday,
Congo - Brazzaville,holiday,
Congo - Kinshasa,holiday,
Cook Islands,holiday,
Costa Rica,holiday,
Croatia,holiday,
Cuba,holiday,
Curaçao,holiday,
Cyprus,holiday,
Czechia,holiday,
Côte d’Ivoire,holiday,
Denmark,holiday,
Djibouti,holiday,
Dominica,holiday,
Dominican Republic,holiday,
Ecuador,holiday,
Egypt,holiday,
El Salvador,holiday,
Equatorial Guinea,holiday,
Eritrea,holiday,
Estonia,holiday,
Eswatini,holiday,
Ethiopia,holiday,
Falkland Islands (Islas Malvinas),holiday,
Faroe Islands,holiday,
Fiji,holiday,
Finland,holiday,
France,holiday,
French Guiana,holiday,
French Polynesia,holiday,
French Southern Territories,holiday,
Gabon,holiday,
Gambia,holiday,
Georgia,holiday,
Germany,holiday,
Ghana,holiday,
Gibraltar,holiday,
Greece,holiday,
Greenland,holiday,
Grenada,holiday,
Guadeloupe,holiday,
Guam,holiday,
Guatemala,holiday,
Guernsey,holiday,
Guinea,holiday,
Guinea-Bissau,holiday,
Guyana,holiday,
Haiti,holiday,
Heard & McDonald Islands,holiday,
Honduras,holiday,
Hong Kong,holiday,
Hungary,holiday,
Iceland,holiday,
India,holiday,
Indonesia,holiday,
Iran,holiday,
Iraq,holiday,
Ireland,holiday,
Isle of Man,holiday,
Israel,holiday,
Italy,holiday,
Jamaica,holiday,
Japan,holiday,
Jersey,holiday,
Jordan,holiday,
Kazakhstan,holiday,
Kenya,holiday,
Kiribati,holiday,
Kosovo,holiday,
Kuwait,holiday,
Kyrgyzstan,holiday,
Laos,holiday,
Latvia,holiday,
Lebanon,holiday,
Lesotho,holiday,
Liberia,holiday,
Libya,holiday,
Liechtenstein,holiday,
Lithuania,holiday,
Luxembourg,holiday,
Macao,holiday,
Madagascar,holiday,
Malawi,holiday,
Malaysia,holiday,
Maldives,holiday,
Mali,holiday,
Malta,holiday,
Marshall Islands,holiday,
Martinique,holiday,
Mauritania,holiday,
Mauritius,holiday,
Mayotte,holiday,
Mexico,holiday,
Micronesia,holiday,
Moldova,holiday,
Monaco,holiday,
Mongolia,holiday,
Montenegro,holiday,
Montserrat,holiday,
Morocco,holiday,
Mozambique,holiday,
Myanmar (Burma),holiday,
Namibia,holiday,
Nauru,holiday,
Nepal,holiday,
Netherlands,holiday,
New Caledonia,holiday,
New Zealand,holiday,
Nicaragua,holiday,
Niger,holiday,
Nigeria,holiday,
Niue,holiday,
Norfolk Island,holiday,
North Korea,holiday,
North Macedonia,holiday,
Northern Mariana Islands,holiday,
Norway,holiday,
Oman,holiday,
Pakistan,holiday,
Palau,holiday,
Palestine,holiday,
Panama,holiday,
Papua New Guinea,holiday,
Paraguay,holiday,
Peru,holiday,
Philippines,holiday,
Pitcairn Islands,holiday,
Poland,holiday,
Portugal,holiday,
Puerto Rico,holiday,
Qatar,holiday,
Romania,holiday,
Russia,holiday,
Rwanda,holiday,
Réunion,holiday,
Samoa,holiday,
San Marino,holiday,
Saudi Arabia,holiday,
Senegal,holiday,
Serbia,holiday,
Seychelles,holiday,
Sierra Leone,holiday,
Singapore,holiday,
Sint Maarten,holiday,
Slovakia,holiday,
Slovenia,holiday,
Solomon Islands,holiday,
Somalia,holiday,
South Africa,holiday,
South Georgia & South Sandwich Islands,holiday,
South Korea,holiday,
South Sudan,holiday,
Spain,holiday,
Sri Lanka,holiday,
St. Barthélemy,holiday,
St. Helena,holiday,
St. Kitts & Nevis,holiday,
St. Lucia,holiday,
St. Martin,holiday,
St. Pierre & Miquelon,holiday,
St. Vincent & Grenadines,holiday,
Sudan,holiday,
Suriname,holiday,
Svalbard & Jan Mayen,holiday,
Sweden,holiday,
Switzerland,holiday,
Syria,holiday,
São Tomé & Príncipe,holiday,
Taiwan,holiday,
Tajikistan,holiday,
Tanzania,holiday,
Thailand,holiday,
Timor-Leste,holiday,
Togo,holiday,
Tokelau,holiday,
Tonga,holiday,
Trinidad & Tobago,holiday,
Tunisia,holiday,
Turkmenistan,holiday,
Turks & Caicos Islands,holiday,
Tuvalu,holiday,
Türkiye,holiday,
U.S. Outlying Islands,holiday,
U.S. Virgin Islands,holiday,
Uganda,holiday,
Ukraine,holiday,
United Arab Emirates,holiday,
United Kingdom,holiday,
United States,holiday,
Uruguay,holiday,
Uzbekistan,holiday,
Vanuatu,holiday,
Vatican City,holiday,
Venezuela,holiday,
Vietnam,holiday,
Wallis & Futuna,holiday,
Western Sahara,holiday,
Yemen,holiday,
Zambia,holiday,
Zimbabwe,holiday,
Åland Islands,holiday,
Afghanistan,holiday,
Albania,holiday,
Algeria,holiday,
American Samoa,holiday,
Andorra,holiday,
Angola,holiday,
Anguilla,holiday,
Antarctica,holiday,
Antigua & Barbuda,holiday,
Argentina,holiday,
Armenia,holiday,
Aruba,holiday,
Australia,holiday,
Austria,holiday,
Azerbaijan,holiday,
Bahamas,holiday,
Bahrain,holiday,
Bangladesh,holiday,
Barbados,holiday,
Belarus,holiday,
Belgium,holiday,
Belize,holiday,
Benin,holiday,
Bermuda,holiday,
Bhutan,holiday,
Bolivia,holiday,
Bosnia & Herzegovina,holiday,
Botswana,holiday,
Bouvet Island,holiday,
Brazil,holiday,
British Indian Ocean Territory,holiday,
British Virgin Islands,holiday,
Brunei,holiday,
Bulgaria,holiday,
Burkina Faso,holiday,
Burundi,holiday,
Cambodia,holiday,
Cameroon,holiday,
Canada,holiday,
Cape Verde,holiday,
Caribbean Netherlands,holiday,
Cayman Islands,holiday,
Central African Republic,holiday,
Chad,holiday,
Chile,holiday,
China,holiday,
Christmas Island,holiday,
Cocos (Keeling) Islands,holiday,
Colombia,holiday,
Comoros,holiday,
Congo - Brazzaville,holiday,
Congo - Kinshasa,holiday,
Cook Islands,holiday,
Costa Rica,holiday,
Croatia,holiday,
Cuba,holiday,
Curaçao,holiday,
Cyprus,holiday,
Czechia,holiday,
Côte d’Ivoire,holiday,
Denmark,holiday,
Djibouti,holiday,
Dominica,holiday,
Dominican Republic,holiday,
Ecuador,holiday,
Egypt,holiday,
El Salvador,holiday,
Equatorial Guinea,holiday,
Eritrea,holiday,
Estonia,holiday,
Eswatini,holiday,
Ethiopia,holiday,
Falkland Islands (Islas Malvinas),holiday,
Faroe Islands,holiday,
Fiji,holiday,
Finland,holiday,
France,holiday,
French Guiana,holiday,
French Polynesia,holiday,
French Southern Territories,holiday,
Gabon,holiday,
Gambia,holiday,
Georgia,holiday,
Germany,holiday,
Ghana,holiday,
Gibraltar,holiday,
Greece,holiday,
Greenland,holiday,
Grenada,holiday,
Guadeloupe,holiday,
Guam,holiday,
Guatemala,holiday,
Guernsey,holiday,
Guinea,holiday,
Guinea-Bissau,holiday,
Guyana,holiday,
Haiti,holiday,
Heard & McDonald Islands,holiday,
Honduras,holiday,
Hong Kong,holiday,
Hungary,holiday,
Iceland,holiday,
India,holiday,
Indonesia,holiday,
Iran,holiday,
Iraq,holiday,
Ireland,holiday,
Isle of Man,holiday,
Israel,holiday,
Italy,holiday,
Jamaica,holiday,
Japan,holiday,
Jersey,holiday,
Jordan,holiday,
Kazakhstan,holiday,
Kenya,holiday,
Kiribati,holiday,
Kosovo,holiday,
Kuwait,holiday,
Kyrgyzstan,holiday,
Laos,holiday,
Latvia,holiday,
Lebanon,holiday,
Lesotho,holiday,
Liberia,holiday,
Libya,holiday,
Liechtenstein,holiday,
Lithuania,holiday,
Luxembourg,holiday,
Macao,holiday,
Madagascar,holiday,
Malawi,holiday,
Malaysia,holiday,
Maldives,holiday,
Mali,holiday,
Malta,holiday,
Marshall Islands,holiday,
Martinique,holiday,
Mauritania,holiday,
Mauritius,holiday,
Mayotte,holiday,
Mexico,holiday,
Micronesia,holiday,
Moldova,holiday,
Monaco,holiday,
Mongolia,holiday,
Montenegro,holiday,
Montserrat,holiday,
Morocco,holiday,
Mozambique,holiday,
Myanmar (Burma),holiday,
Namibia,holiday,
Nauru,holiday,
Nepal,holiday,
Netherlands,holiday,
New Caledonia,holiday,
New Zealand,holiday,
Nicaragua,holiday,
Niger,holiday,
Nigeria,holiday,
Niue,holiday,
Norfolk Island,holiday,
North Korea,holiday,
North Macedonia,holiday,
Northern Mariana Islands,holiday,
Norway,holiday,
Oman,holiday,
Pakistan,holiday,
Palau,holiday,
Palestine,holiday,
Panama,holiday,
Papua New Guinea,holiday,
Paraguay,holiday,
Peru,holiday,
Philippines,holiday,
Pitcairn Islands,holiday,
Poland,holiday,
Portugal,holiday,
Puerto Rico,holiday,
Qatar,holiday,
Romania,holiday,
Russia,holiday,
Rwanda,holiday,
Réunion,holiday,
Samoa,holiday,
San Marino,holiday,
Saudi Arabia,holiday,
Senegal,holiday,
Serbia,holiday,
Seychelles,holiday,
Sierra Leone,holiday,
Singapore,holiday,
Sint Maarten,holiday,
Slovakia,holiday,
Slovenia,holiday,
Solomon Islands,holiday,
Somalia,holiday,
South Africa,holiday,
South Georgia & South Sandwich Islands,holiday,
South Korea,holiday,
South Sudan,holiday,
Spain,holiday,
Sri Lanka,holiday,
St. Barthélemy,holiday,
St. Helena,holiday,
St. Kitts & Nevis,holiday,
St. Lucia,holiday,
St. Martin,holiday,
St. Pierre & Miquelon,holiday,
St. Vincent & Grenadines,holiday,
Sudan,holiday,
Suriname,holiday,
Svalbard & Jan Mayen,holiday,
Sweden,holiday,
Switzerland,holiday,
Syria,holiday,
São Tomé & Príncipe,holiday,
Taiwan,holiday,
Tajikistan,holiday,
Tanzania,holiday,
Thailand,holiday,
Timor-Leste,holiday,
Togo,holiday,
Tokelau,holiday,
Tonga,holiday,
Trinidad & Tobago,holiday,
Tunisia,holiday,
Turkmenistan,holiday,
Turks & Caicos Islands,holiday,
Tuvalu,holiday,
Türkiye,holiday,
U.S. Outlying Islands,holiday,
U.S. Virgin Islands,holiday,
Uganda,holiday,
Ukraine,holiday,
United Arab Emirates,holiday,
United Kingdom,holiday,
United States,holiday,
Uruguay,holiday,
Uzbekistan,holiday,
Vanuatu,holiday,
Vatican City,holiday,
Venezuela,holiday,
Vietnam,holiday,
Wallis & Futuna,holiday,
Western Sahara,holiday,
Yemen,holiday,
Zambia,holiday,
Zimbabwe,holiday,
Åland Islands,holiday,
Afghanistan,holiday,3.0
Albania,holiday,7.0
Algeria,holiday,2.0
American Samoa,holiday,26.0
Andorra,holiday,8.0
Angola,holiday,2.0
Anguilla,holiday,2.0
Antarctica,holiday,0.0
Antigua & Barbuda,holiday,20.0
Argentina,holiday,2.0
Armenia,holiday,5.0
Aruba,holiday,22.0
Australia,holiday,38.0
Austria,holiday,6.0
Azerbaijan,holiday,5.0
Bahamas,holiday,20.0
Bahrain,holiday,10.0
Bangladesh,holiday,7.0
Barbados,holiday,20.0
Belarus,holiday,1.0
Belgium,holiday,6.0
Belize,holiday,15.0
Benin,holiday,2.0
Bermuda,holiday,27.0
Bhutan,holiday,6.0
Bolivia,holiday,1.0
Bosnia & Herzegovina,holiday,4.0
Botswana,holiday,8.0
Bouvet Island,holiday,0.0
Brazil,holiday,2.0
British Indian Ocean Territory,holiday,0.0
British Virgin Islands,holiday,29.0
Brunei,holiday,22.0
Bulgaria,holiday,5.0
Burkina Faso,holiday,1.0
Burundi,holiday,2.0
Cambodia,holiday,7.0
Cameroon,holiday,2.0
Canada,holiday,20.0
Cape Verde,holiday,11.0
Caribbean Netherlands,holiday,9.0
Cayman Islands,holiday,34.0
Central African Republic,holiday,1.0
Chad,holiday,1.0
Chile,holiday,3.0
China,holiday,10.0
Christmas Island,holiday,0.0
Cocos (Keeling) Islands,holiday,0.0
Colombia,holiday,2.0
Comoros,holiday,2.0
Congo - Brazzaville,holiday,2.0
Congo - Kinshasa,holiday,1.0
Cook Islands,holiday,41.0
Costa Rica,holiday,5.0
Croatia,holiday,6.0
Cuba,holiday,1.0
Curaçao,holiday,9.0
Cyprus,holiday,14.0
Czechia,holiday,5.0
Côte d’Ivoire,holiday,1.0
Denmark,holiday,6.0
Djibouti,holiday,3.0
Dominica,holiday,14.0
Dominican Republic,holiday,3.0
Ecuador,holiday,3.0
Egypt,holiday,3.0
El Salvador,holiday,2.0
Equatorial Guinea,holiday,2.0
Eritrea,holiday,0.0
Estonia,holiday,6.0
Eswatini,holiday,7.0
Ethiopia,holiday,4.0
Falkland Islands (Islas Malvinas),holiday,30.0
Faroe Islands,holiday,6.0
Fiji,holiday,25.0
Finland,holiday,10.0
France,holiday,3.0
French Guiana,holiday,1.0
French Polynesia,holiday,4.0
French Southern Territories,holiday,0.0
Gabon,holiday,2.0
Gambia,holiday,7.0
Georgia,holiday,5.0
Germany,holiday,7.0
Ghana,holiday,17.0
Gibraltar,holiday,35.0
Greece,holiday,6.0
Greenland,holiday,5.0
Grenada,holiday,17.0
Guadeloupe,holiday,1.0
Guam,holiday,24.0
Guatemala,holiday,2.0
Guernsey,holiday,43.0
Guinea,holiday,2.0
Guinea-Bissau,holiday,2.0
Guyana,holiday,18.0
Haiti,holiday,2.0
Heard & McDonald Islands,holiday,0.0
Honduras,holiday,2.0
Hong Kong,holiday,21.0
Hungary,holiday,5.0
Iceland,holiday,9.0
India,holiday,16.0
Indonesia,holiday,3.0
Iran,holiday,0.0
Iraq,holiday,3.0
Ireland,holiday,41.0
Isle of Man,holiday,47.0
Israel,holiday,6.0
Italy,holiday,4.0
Jamaica,holiday,15.0
Japan,holiday,2.0
Jersey,holiday,42.0
Jordan,holiday,4.0
Kazakhstan,holiday,3.0
Kenya,holiday,10.0
Kiribati,holiday,13.0
Kosovo,holiday,9.0
Kuwait,holiday,8.0
Kyrgyzstan,holiday,2.0
Laos,holiday,5.0
Latvia,holiday,5.0
Lebanon,holiday,6.0
Lesotho,holiday,7.0
Liberia,holiday,9.0
Libya,holiday,2.0
Liechtenstein,holiday,9.0
Lithuania,holiday,6.0
Luxembourg,holiday,10.0
Macao,holiday,11.0
Madagascar,holiday,3.0
Malawi,holiday,5.0
Malaysia,holiday,28.0
Maldives,holiday,16.0
Mali,holiday,1.0
Malta,holiday,19.0
Marshall Islands,holiday,12.0
Martinique,holiday,3.0
Mauritania,holiday,2.0
Mauritius,holiday,17.0
Mayotte,holiday,0.0
Mexico,holiday,4.0
Micronesia,holiday,11.0
Moldova,holiday,5.0
Monaco,holiday,0.0
Mongolia,holiday,5.0
Montenegro,holiday,6.0
Montserrat,holiday,1.0
Morocco,holiday,3.0
Mozambique,holiday,2.0
Myanmar (Burma),holiday,5.0
Namibia,holiday,13.0
Nauru,holiday,0.0
Nepal,holiday,8.0
Netherlands,holiday,8.0
New Caledonia,holiday,4.0
New Zealand,holiday,38.0
Nicaragua,holiday,3.0
Niger,holiday,1.0
Nigeria,holiday,13.0
Niue,holiday,0.0
Norfolk Island,holiday,0.0
North Korea,holiday,0.0
North Macedonia,holiday,8.0
Northern Mariana Islands,holiday,21.0
Norway,holiday,6.0
Oman,holiday,9.0
Pakistan,holiday,10.0
Palau,holiday,17.0
Palestine,holiday,3.0
Panama,holiday,3.0
Papua New Guinea,holiday,15.0
Paraguay,holiday,2.0
Peru,holiday,2.0
Philippines,holiday,37.0
Pitcairn Islands,holiday,0.0
Poland,holiday,5.0
Portugal,holiday,7.0
Puerto Rico,holiday,7.0
Qatar,holiday,12.0
Romania,holiday,5.0
Russia,holiday,1.0
Rwanda,holiday,4.0
Réunion,holiday,1.0
Samoa,holiday,10.0
San Marino,holiday,6.0
Saudi Arabia,holiday,4.0
Senegal,holiday,2.0
Serbia,holiday,5.0
Seychelles,holiday,25.0
Sierra Leone,holiday,6.0
Singapore,holiday,53.0
Sint Maarten,holiday,11.0
Slovakia,holiday,6.0
Slovenia,holiday,6.0
Solomon Islands,holiday,12.0
Somalia,holiday,3.0
South Africa,holiday,16.0
South Georgia & South Sandwich Islands,holiday,0.0
South Korea,holiday,8.0
South Sudan,holiday,5.0
Spain,holiday,5.0
Sri Lanka,holiday,12.0
St. Barthélemy,holiday,2.0
St. Helena,holiday,100.0
St. Kitts & Nevis,holiday,16.0
St. Lucia,holiday,24.0
St. Martin,holiday,14.0
St. Pierre & Miquelon,holiday,0.0
St. Vincent & Grenadines,holiday,18.0
Sudan,holiday,1.0
Suriname,holiday,4.0
Svalbard & Jan Mayen,holiday,13.0
Sweden,holiday,5.0
Switzerland,holiday,8.0
Syria,holiday,1.0
São Tomé & Príncipe,holiday,3.0
Taiwan,holiday,3.0
Tajikistan,holiday,2.0
Tanzania,holiday,3.0
Thailand,holiday,6.0
Timor-Leste,holiday,4.0
Togo,holiday,2.0
Tokelau,holiday,0.0
Tonga,holiday,21.0
Trinidad & Tobago,holiday,18.0
Tunisia,holiday,4.0
Turkmenistan,holiday,1.0
Turks & Caicos Islands,holiday,21.0
Tuvalu,holiday,0.0
Türkiye,holiday,3.0
U.S. Outlying Islands,holiday,0.0
U.S. Virgin Islands,holiday,18.0
Uganda,holiday,5.0
Ukraine,holiday,2.0
United Arab Emirates,holiday,24.0
United Kingdom,holiday,67.0
United States,holiday,20.0
Uruguay,holiday,2.0
Uzbekistan,holiday,3.0
Vanuatu,holiday,23.0
Vatican City,holiday,0.0
Venezuela,holiday,1.0
Vietnam,holiday,4.0
Wallis & Futuna,holiday,0.0
Western Sahara,holiday,3.0
Yemen,holiday,1.0
Zambia,holiday,6.0
Zimbabwe,holiday,13.0
Åland Islands,holiday,6.0
Afghanistan,holiday,
Albania,holiday,
Algeria,holiday,
American Samoa,holiday,
Andorra,holiday,
Angola,holiday,
Anguilla,holiday,
Antarctica,holiday,
Antigua & Barbuda,holiday,
Argentina,holiday,
Armenia,holiday,
Aruba,holiday,
Australia,holiday,
Austria,holiday,
Azerbaijan,holiday,
Bahamas,holiday,
Bahrain,holiday,
Bangladesh,holiday,
Barbados,holiday,
Belarus,holiday,
Belgium,holiday,
Belize,holiday,
Benin,holiday,
Bermuda,holiday,
Bhutan,holiday,
Bolivia,holiday,
Bosnia & Herzegovina,holiday,
Botswana,holiday,
Bouvet Island,holiday,
Brazil,holiday,
British Indian Ocean Territory,holiday,
British Virgin Islands,holiday,
Brunei,holiday,
Bulgaria,holiday,
Burkina Faso,holiday,
Burundi,holiday,
Cambodia,holiday,
Cameroon,holiday,
Canada,holiday,
Cape Verde,holiday,
Caribbean Netherlands,holiday,
Cayman Islands,holiday,
Central African Republic,holiday,
Chad,holiday,
Chile,holiday,
China,holiday,
Christmas Island,holiday,
Cocos (Keeling) Islands,holiday,
Colombia,holiday,
Comoros,holiday,
Congo - Brazzaville,holiday,
Congo - Kinshasa,holiday,
Cook Islands,holiday,
Costa Rica,holiday,
Croatia,holiday,
Cuba,holiday,
Curaçao,holiday,
Cyprus,holiday,
Czechia,holiday,
Côte d’Ivoire,holiday,
Denmark,holiday,
Djibouti,holiday,
Dominica,holiday,
Dominican Republic,holiday,
Ecuador,holiday,
Egypt,holiday,
El Salvador,holiday,
Equatorial Guinea,holiday,
Eritrea,holiday,
Estonia,holiday,
Eswatini,holiday,
Ethiopia,holiday,
Falkland Islands (Islas Malvinas),holiday,
Faroe Islands,holiday,
Fiji,holiday,
Finland,holiday,
France,holiday,
French Guiana,holiday,
French Polynesia,holiday,
French Southern Territories,holiday,
Gabon,holiday,
Gambia,holiday,
Georgia,holiday,
Germany,holiday,
Ghana,holiday,
Gibraltar,holiday,
Greece,holiday,
Greenland,holiday,
Grenada,holiday,
Guadeloupe,holiday,
Guam,holiday,
Guatemala,holiday,
Guernsey,holiday,
Guinea,holiday,
Guinea-Bissau,holiday,
Guyana,holiday,
Haiti,holiday,
Heard & McDonald Islands,holiday,
Honduras,holiday,
Hong Kong,holiday,
Hungary,holiday,
Iceland,holiday,
India,holiday,
Indonesia,holiday,
Iran,holiday,
Iraq,holiday,
Ireland,holiday,
Isle of Man,holiday,
Israel,holiday,
Italy,holiday,
Jamaica,holiday,
Japan,holiday,
Jersey,holiday,
Jordan,holiday,
Kazakhstan,holiday,
Kenya,holiday,
Kiribati,holiday,
Kosovo,holiday,
Kuwait,holiday,
Kyrgyzstan,holiday,
Laos,holiday,
Latvia,holiday,
Lebanon,holiday,
Lesotho,holiday,
Liberia,holiday,
Libya,holiday,
Liechtenstein,holiday,
Lithuania,holiday,
Luxembourg,holiday,
Macao,holiday,
Madagascar,holiday,
Malawi,holiday,
Malaysia,holiday,
Maldives,holiday,
Mali,holiday,
Malta,holiday,
Marshall Islands,holiday,
Martinique,holiday,
Mauritania,holiday,
Mauritius,holiday,
Mayotte,holiday,
Mexico,holiday,
Micronesia,holiday,
Moldova,holiday,
Monaco,holiday,
Mongolia,holiday,
Montenegro,holiday,
Montserrat,holiday,
Morocco,holiday,
Mozambique,holiday,
Myanmar (Burma),holiday,
Namibia,holiday,
Nauru,holiday,
Nepal,holiday,
Netherlands,holiday,
New Caledonia,holiday,
New Zealand,holiday,
Nicaragua,holiday,
Niger,holiday,
Nigeria,holiday,
Niue,holiday,
Norfolk Island,holiday,
North Korea,holiday,
North Macedonia,holiday,
Northern Mariana Islands,holiday,
Norway,holiday,
Oman,holiday,
Pakistan,holiday,
Palau,holiday,
Palestine,holiday,
Panama,holiday,
Papua New Guinea,holiday,
Paraguay,holiday,
Peru,holiday,
Philippines,holiday,
Pitcairn Islands,holiday,
Poland,holiday,
Portugal,holiday,
Puerto Rico,holiday,
Qatar,holiday,
Romania,holiday,
Russia,holiday,
Rwanda,holiday,
Réunion,holiday,
Samoa,holiday,
San Marino,holiday,
Saudi Arabia,holiday,
Senegal,holiday,
Serbia,holiday,
Seychelles,holiday,
Sierra Leone,holiday,
Singapore,holiday,
Sint Maarten,holiday,
Slovakia,holiday,
Slovenia,holiday,
Solomon Islands,holiday,
Somalia,holiday,
South Africa,holiday,
South Georgia & South Sandwich Islands,holiday,
South Korea,holiday,
South Sudan,holiday,
Spain,holiday,
Sri Lanka,holiday,
St. Barthélemy,holiday,
St. Helena,holiday,
St. Kitts & Nevis,holiday,
St. Lucia,holiday,
St. Martin,holiday,
St. Pierre & Miquelon,holiday,
St. Vincent & Grenadines,holiday,
Sudan,holiday,
Suriname,holiday,
Svalbard & Jan Mayen,holiday,
Sweden,holiday,
Switzerland,holiday,
Syria,holiday,
São Tomé & Príncipe,holiday,
Taiwan,holiday,
Tajikistan,holiday,
Tanzania,holiday,
Thailand,holiday,
Timor-Leste,holiday,
Togo,holiday,
Tokelau,holiday,
Tonga,holiday,
Trinidad & Tobago,holiday,
Tunisia,holiday,
Turkmenistan,holiday,
Turks & Caicos Islands,holiday,
Tuvalu,holiday,
Türkiye,holiday,
U.S. Outlying Islands,holiday,
U.S. Virgin Islands,holiday,
Uganda,holiday,
Ukraine,holiday,
United Arab Emirates,holiday,
United Kingdom,holiday,
United States,holiday,
Uruguay,holiday,
Uzbekistan,holiday,
Vanuatu,holiday,
Vatican City,holiday,
Venezuela,holiday,
Vietnam,holiday,
Wallis & Futuna,holiday,
Western Sahara,holiday,
Yemen,holiday,
Zambia,holiday,
Zimbabwe,holiday,
Åland Islands,holiday,
Afghanistan,holiday,
Albania,holiday,
Algeria,holiday,
American Samoa,holiday,
Andorra,holiday,
Angola,holiday,
Anguilla,holiday,
Antarctica,holiday,
Antigua & Barbuda,holiday,
Argentina,holiday,
Armenia,holiday,
Aruba,holiday,
Australia,holiday,
Austria,holiday,
Azerbaijan,holiday,
Bahamas,holiday,
Bahrain,holiday,
Bangladesh,holiday,
Barbados,holiday,
Belarus,holiday,
Belgium,holiday,
Belize,holiday,
Benin,holiday,
Bermuda,holiday,
Bhutan,holiday,
Bolivia,holiday,
Bosnia & Herzegovina,holiday,
Botswana,holiday,
Bouvet Island,holiday,
Brazil,holiday,
British Indian Ocean Territory,holiday,
British Virgin Islands,holiday,
Brunei,holiday,
Bulgaria,holiday,
Burkina Faso,holiday,
Burundi,holiday,
Cambodia,holiday,
Cameroon,holiday,
Canada,holiday,
Cape Verde,holiday,
Caribbean Netherlands,holiday,
Cayman Islands,holiday,
Central African Republic,holiday,
Chad,holiday,
Chile,holiday,
China,holiday,
Christmas Island,holiday,
Cocos (Keeling) Islands,holiday,
Colombia,holiday,
Comoros,holiday,
Congo - Brazzaville,holiday,
Congo - Kinshasa,holiday,
Cook Islands,holiday,
Costa Rica,holiday,
Croatia,holiday,
Cuba,holiday,
Curaçao,holiday,
Cyprus,holiday,
Czechia,holiday,
Côte d’Ivoire,holiday,
Denmark,holiday,
Djibouti,holiday,
Dominica,holiday,
Dominican Republic,holiday,
Ecuador,holiday,
Egypt,holiday,
El Salvador,holiday,
Equatorial Guinea,holiday,
Eritrea,holiday,
Estonia,holiday,
Eswatini,holiday,
Ethiopia,holiday,
Falkland Islands (Islas Malvinas),holiday,
Faroe Islands,holiday,
Fiji,holiday,
Finland,holiday,
France,holiday,
French Guiana,holiday,
French Polynesia,holiday,
French Southern Territories,holiday,
Gabon,holiday,
Gambia,holiday,
Georgia,holiday,
Germany,holiday,
Ghana,holiday,
Gibraltar,holiday,
Greece,holiday,
Greenland,holiday,
Grenada,holiday,
Guadeloupe,holiday,
Guam,holiday,
Guatemala,holiday,
Guernsey,holiday,
Guinea,holiday,
Guinea-Bissau,holiday,
Guyana,holiday,
Haiti,holiday,
Heard & McDonald Islands,holiday,
Honduras,holiday,
Hong Kong,holiday,
Hungary,holiday,
Iceland,holiday,
India,holiday,
Indonesia,holiday,
Iran,holiday,
Iraq,holiday,
Ireland,holiday,
Isle of Man,holiday,
Israel,holiday,
Italy,holiday,
Jamaica,holiday,
Japan,holiday,
